name,region,country,lat,lon,tz_id,localtime_epoch,localtime
Vijayawada,Andhra Pradesh,India,16.52,80.62,Asia/Kolkata,1717733146,2024-06-07 9:35
Guntur,Andhra Pradesh,India,16.3,80.45,Asia/Kolkata,1717733157,2024-06-07 9:35
Nellore,Andhra Pradesh,India,14.43,79.97,Asia/Kolkata,1717733168,2024-06-07 9:36
Tirupati,Andhra Pradesh,India,13.65,79.42,Asia/Kolkata,1717733179,2024-06-07 9:36
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717733190,2024-06-07 9:36
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717733201,2024-06-07 9:36
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717733222,2024-06-07 9:37
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717733233,2024-06-07 9:37
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717733244,2024-06-07 9:37
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717733254,2024-06-07 9:37
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717733265,2024-06-07 9:37
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717733287,2024-06-07 9:38
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717733298,2024-06-07 9:38
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717733310,2024-06-07 9:38
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717733320,2024-06-07 9:38
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717733330,2024-06-07 9:38
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717733352,2024-06-07 9:39
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717733363,2024-06-07 9:39
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717733374,2024-06-07 9:39
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717733386,2024-06-07 9:39
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717733396,2024-06-07 9:39
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717733418,2024-06-07 9:40
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717733429,2024-06-07 9:40
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717733440,2024-06-07 9:40
Itanagar,Goa,India,27.1,93.62,Asia/Kolkata,1717733451,2024-06-07 9:40
Tawang,Arunachal Pradesh,India,27.58,91.87,Asia/Kolkata,1717733461,2024-06-07 9:41
Pasighat,Arunachal Pradesh,India,28.07,95.33,Asia/Kolkata,1717733483,2024-06-07 9:41
Ziro,Arunachal Pradesh,India,27.63,93.83,Asia/Kolkata,1717733494,2024-06-07 9:41
Bomdila,Arunachal Pradesh,India,27.25,92.4,Asia/Kolkata,1717733505,2024-06-07 9:41
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717733516,2024-06-07 9:41
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717733527,2024-06-07 9:42
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717733537,2024-06-07 9:42
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717733548,2024-06-07 9:42
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717733559,2024-06-07 9:42
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717733570,2024-06-07 9:42
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717733581,2024-06-07 9:43
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717733593,2024-06-07 9:43
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717733602,2024-06-07 9:43
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717733613,2024-06-07 9:43
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717733625,2024-06-07 9:43
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717733636,2024-06-07 9:43
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717733647,2024-06-07 9:44
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717733658,2024-06-07 9:44
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717733669,2024-06-07 9:44
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717733680,2024-06-07 9:44
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717733690,2024-06-07 9:44
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717733700,2024-06-07 9:45
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717733711,2024-06-07 9:45
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717733723,2024-06-07 9:45
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717733734,2024-06-07 9:45
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717733744,2024-06-07 9:45
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717733754,2024-06-07 9:45
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717733766,2024-06-07 9:46
Dispur,Assam,India,26.14,91.79,Asia/Kolkata,1717733776,2024-06-07 9:46
Guwahati,Assam,India,26.18,91.73,Asia/Kolkata,1717733787,2024-06-07 9:46
Tezpur,Assam,India,26.63,92.8,Asia/Kolkata,1717733798,2024-06-07 9:46
Dibrugarh,Assam,India,27.48,94.9,Asia/Kolkata,1717733808,2024-06-07 9:46
Silchar,Assam,India,24.82,92.8,Asia/Kolkata,1717733819,2024-06-07 9:46
North Lakhimpur,Assam,India,27.23,94.12,Asia/Kolkata,1717733830,2024-06-07 9:47
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717733841,2024-06-07 9:47
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717733852,2024-06-07 9:47
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717733874,2024-06-07 9:47
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717733884,2024-06-07 9:48
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717733895,2024-06-07 9:48
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717733905,2024-06-07 9:48
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717733927,2024-06-07 9:48
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717733939,2024-06-07 9:48
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717733950,2024-06-07 9:49
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717733960,2024-06-07 9:49
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717733981,2024-06-07 9:49
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717733992,2024-06-07 9:49
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717734003,2024-06-07 9:50
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717734013,2024-06-07 9:50
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717734034,2024-06-07 9:50
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717734045,2024-06-07 9:50
Patna,Bihar,India,25.6,85.12,Asia/Kolkata,1717734055,2024-06-07 9:50
Gaya,Bihar,India,24.78,85.0,Asia/Kolkata,1717734067,2024-06-07 9:51
Darbhanga,Bihar,India,26.17,85.9,Asia/Kolkata,1717734087,2024-06-07 9:51
Bhagalpur,Bihar,India,25.25,87.0,Asia/Kolkata,1717734098,2024-06-07 9:51
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717734109,2024-06-07 9:51
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717734119,2024-06-07 9:51
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717734130,2024-06-07 9:52
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717734141,2024-06-07 9:52
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717734163,2024-06-07 9:52
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717734174,2024-06-07 9:52
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717734184,2024-06-07 9:53
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717734195,2024-06-07 9:53
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717734217,2024-06-07 9:53
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717734228,2024-06-07 9:53
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717734239,2024-06-07 9:53
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717734249,2024-06-07 9:54
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717734272,2024-06-07 9:54
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717734283,2024-06-07 9:54
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717734293,2024-06-07 9:54
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717734304,2024-06-07 9:55
Raipur,Chhattisgarh,India,21.23,81.63,Asia/Kolkata,1717734325,2024-06-07 9:55
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717734336,2024-06-07 9:55
Korba,Chhattisgarh,India,22.35,82.68,Asia/Kolkata,1717734347,2024-06-07 9:55
Raigarh,Chhattisgarh,India,21.9,83.4,Asia/Kolkata,1717734358,2024-06-07 9:55
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717734380,2024-06-07 9:56
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717734390,2024-06-07 9:56
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717734401,2024-06-07 9:56
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717734412,2024-06-07 9:56
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717734423,2024-06-07 12:27
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717734434,2024-06-07 9:57
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717734444,2024-06-07 9:57
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717734456,2024-06-07 9:57
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717734468,2024-06-07 9:57
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717734478,2024-06-07 9:57
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717734489,2024-06-07 12:28
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717734499,2024-06-07 9:58
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717734510,2024-06-07 9:58
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717734521,2024-06-07 9:58
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717734532,2024-06-07 9:58
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717734543,2024-06-07 9:59
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717734554,2024-06-07 12:29
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717734564,2024-06-07 9:59
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717734576,2024-06-07 9:59
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717734586,2024-06-07 9:59
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717734597,2024-06-07 9:59
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717734608,2024-06-07 10:00
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717734620,2024-06-07 12:30
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717734631,2024-06-07 10:00
Panaji,Goa,India,15.48,73.83,Asia/Kolkata,1717734641,2024-06-07 10:00
Vasco Da Gama,Goa,India,15.4,73.83,Asia/Kolkata,1717734652,2024-06-07 10:00
Ponda,Goa,India,15.4,74.02,Asia/Kolkata,1717734663,2024-06-07 10:01
Margao,Goa,India,15.3,73.95,Asia/Kolkata,1717734674,2024-06-07 10:01
Mapusa,Masbate,Philippines,12.65,123.58,Asia/Manila,1717734686,2024-06-07 12:31
Goa Velha,Goa,India,15.43,73.87,Asia/Kolkata,1717734696,2024-06-07 10:01
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717734708,2024-06-07 10:01
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717734718,2024-06-07 10:01
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717734729,2024-06-07 10:02
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717734740,2024-06-07 10:02
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717734751,2024-06-07 10:02
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717734763,2024-06-07 10:02
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717734773,2024-06-07 10:02
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717734783,2024-06-07 10:03
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717734794,2024-06-07 10:03
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717734805,2024-06-07 10:03
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717734816,2024-06-07 10:03
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717734827,2024-06-07 10:03
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717734838,2024-06-07 10:03
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717734849,2024-06-07 10:04
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717734859,2024-06-07 10:04
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717734871,2024-06-07 10:04
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717734881,2024-06-07 10:04
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717734893,2024-06-07 10:04
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717734904,2024-06-07 10:05
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717734915,2024-06-07 10:05
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717734925,2024-06-07 10:05
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717734936,2024-06-07 10:05
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717734948,2024-06-07 10:05
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717734958,2024-06-07 10:05
Gandhinagar,Gujarat,India,23.22,72.68,Asia/Kolkata,1717734969,2024-06-07 10:06
Ahmedabad,Gujarat,India,23.03,72.62,Asia/Kolkata,1717734980,2024-06-07 10:06
Surat,Gujarat,India,20.97,72.9,Asia/Kolkata,1717734991,2024-06-07 10:06
Rajkot,Gujarat,India,22.3,70.78,Asia/Kolkata,1717735002,2024-06-07 10:06
Junagadh,Gujarat,India,21.52,70.47,Asia/Kolkata,1717735012,2024-06-07 10:06
Vadodara,Gujarat,India,22.3,73.2,Asia/Kolkata,1717735024,2024-06-07 10:07
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717735034,2024-06-07 10:07
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717735046,2024-06-07 10:07
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717735056,2024-06-07 10:07
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717735068,2024-06-07 10:07
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717735078,2024-06-07 10:07
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717735089,2024-06-07 10:08
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717735100,2024-06-07 10:08
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717735111,2024-06-07 10:08
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717735121,2024-06-07 10:08
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717735131,2024-06-07 10:08
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717735143,2024-06-07 10:09
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717735154,2024-06-07 10:09
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717735164,2024-06-07 10:09
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717735175,2024-06-07 10:09
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717735186,2024-06-07 10:09
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717735197,2024-06-07 10:09
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717735208,2024-06-07 10:10
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717735219,2024-06-07 10:10
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717735230,2024-06-07 10:10
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717735241,2024-06-07 10:10
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717735251,2024-06-07 10:10
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717735261,2024-06-07 10:11
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717735273,2024-06-07 10:11
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717735283,2024-06-07 10:11
Chandigarh,Chandigarh,India,30.74,76.79,Asia/Kolkata,1717735294,2024-06-07 10:11
Faridabad,Haryana,India,28.43,77.32,Asia/Kolkata,1717735306,2024-06-07 10:11
Gurgaon,Haryana,India,28.47,77.03,Asia/Kolkata,1717735317,2024-06-07 10:11
Sonipat,Haryana,India,28.98,77.02,Asia/Kolkata,1717735329,2024-06-07 10:12
Panipat,Haryana,India,29.39,76.97,Asia/Kolkata,1717735339,2024-06-07 10:12
Ambala,Haryana,India,30.38,76.78,Asia/Kolkata,1717735350,2024-06-07 10:12
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717735361,2024-06-07 10:12
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717735371,2024-06-07 10:42
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717735382,2024-06-07 9:43
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717735393,2024-06-07 10:13
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717735404,2024-06-07 10:13
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717735415,2024-06-07 0:43
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717735426,2024-06-07 10:13
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717735437,2024-06-07 10:43
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717735448,2024-06-07 9:44
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717735459,2024-06-07 10:14
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717735470,2024-06-07 10:14
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717735482,2024-06-07 0:44
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717735491,2024-06-07 10:14
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717735502,2024-06-07 10:45
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717735513,2024-06-07 9:45
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717735524,2024-06-07 10:15
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717735534,2024-06-07 10:15
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717735545,2024-06-07 0:45
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717735556,2024-06-07 10:15
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717735567,2024-06-07 10:46
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717735577,2024-06-07 9:46
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717735589,2024-06-07 10:16
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717735600,2024-06-07 10:16
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717735611,2024-06-07 0:46
Shimla,Himachal Pradesh,India,31.1,77.17,Asia/Kolkata,1717735621,2024-06-07 10:17
من Dharamshala,,بنغلاديش,24.95,90.4,Asia/Dhaka,1717735632,2024-06-07 10:47
Mandi Bahauddin,Punjab,Pakistan,32.58,73.5,Asia/Karachi,1717735644,2024-06-07 9:47
Solan,Himachal Pradesh,India,30.92,77.12,Asia/Kolkata,1717735654,2024-06-07 10:17
Bilaspur,Chhattisgarh,India,22.08,82.15,Asia/Kolkata,1717735665,2024-06-07 10:17
Chambas,Ciego de Avila,Cuba,22.19,-78.91,America/Havana,1717735677,2024-06-07 0:47
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717735686,2024-06-07 10:18
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717735697,2024-06-07 10:18
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717735708,2024-06-07 10:18
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717735719,2024-06-07 10:48
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717735730,2024-06-07 10:18
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717735741,2024-06-07 10:19
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717735751,2024-06-07 10:19
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717735762,2024-06-07 10:19
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717735773,2024-06-07 10:19
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717735783,2024-06-07 10:49
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717735794,2024-06-07 10:19
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717735805,2024-06-07 10:20
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717735816,2024-06-07 10:20
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717735827,2024-06-07 10:20
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717735837,2024-06-07 10:20
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717735848,2024-06-07 10:50
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717735859,2024-06-07 10:20
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717735871,2024-06-07 10:21
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717735881,2024-06-07 10:21
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717735891,2024-06-07 10:21
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717735901,2024-06-07 10:21
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717735913,2024-06-07 10:51
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717735923,2024-06-07 10:22
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717735934,2024-06-07 10:22
Ranchi,Jharkhand,India,23.35,85.33,Asia/Kolkata,1717735946,2024-06-07 10:22
Bokaro,Jharkhand,India,23.78,85.97,Asia/Kolkata,1717735956,2024-06-07 10:22
Jamshedpur,Jharkhand,India,22.8,86.18,Asia/Kolkata,1717735967,2024-06-07 10:22
Deoghar,,Bangladesh,24.27,91.08,Asia/Dhaka,1717735978,2024-06-07 10:52
Hazaribagh,Jharkhand,India,23.98,85.35,Asia/Kolkata,1717735988,2024-06-07 10:23
Dhanbad,Jharkhand,India,23.8,86.45,Asia/Kolkata,1717735999,2024-06-07 10:23
Bengaluru,Karnataka,India,12.98,77.58,Asia/Kolkata,1717736010,2024-06-07 10:23
Mysore,Karnataka,India,12.31,76.65,Asia/Kolkata,1717736021,2024-06-07 10:23
Davangere,Karnataka,India,14.47,75.92,Asia/Kolkata,1717736033,2024-06-07 10:23
Mangalore,Karnataka,India,12.86,74.84,Asia/Kolkata,1717736043,2024-06-07 10:24
Hubli,Karnataka,India,15.35,75.17,Asia/Kolkata,1717736053,2024-06-07 10:24
Belgaum,Karnataka,India,15.87,74.5,Asia/Kolkata,1717736064,2024-06-07 10:24
Bengaluru,Karnataka,India,12.98,77.58,Asia/Kolkata,1717736075,2024-06-07 10:24
Mysore,Karnataka,India,12.31,76.65,Asia/Kolkata,1717736086,2024-06-07 10:24
Davangere,Karnataka,India,14.47,75.92,Asia/Kolkata,1717736098,2024-06-07 10:24
Mangalore,Karnataka,India,12.86,74.84,Asia/Kolkata,1717736108,2024-06-07 10:25
Hubli,Karnataka,India,15.35,75.17,Asia/Kolkata,1717736119,2024-06-07 10:25
Belgaum,Karnataka,India,15.87,74.5,Asia/Kolkata,1717736129,2024-06-07 10:25
Bengaluru,Karnataka,India,12.98,77.58,Asia/Kolkata,1717736140,2024-06-07 10:25
Mysore,Karnataka,India,12.31,76.65,Asia/Kolkata,1717736150,2024-06-07 10:25
Davangere,Karnataka,India,14.47,75.92,Asia/Kolkata,1717736162,2024-06-07 10:26
Mangalore,Karnataka,India,12.86,74.84,Asia/Kolkata,1717736173,2024-06-07 10:26
Hubli,Karnataka,India,15.35,75.17,Asia/Kolkata,1717736183,2024-06-07 10:26
Belgaum,Karnataka,India,15.87,74.5,Asia/Kolkata,1717736195,2024-06-07 10:26
Bengaluru,Karnataka,India,12.98,77.58,Asia/Kolkata,1717736205,2024-06-07 10:26
Mysore,Karnataka,India,12.31,76.65,Asia/Kolkata,1717736216,2024-06-07 10:26
Davangere,Karnataka,India,14.47,75.92,Asia/Kolkata,1717736227,2024-06-07 10:27
Mangalore,Karnataka,India,12.86,74.84,Asia/Kolkata,1717736238,2024-06-07 10:27
Hubli,Karnataka,India,15.35,75.17,Asia/Kolkata,1717736248,2024-06-07 10:27
Belgaum,Karnataka,India,15.87,74.5,Asia/Kolkata,1717736260,2024-06-07 10:27
Bengaluru,Karnataka,India,12.98,77.58,Asia/Kolkata,1717736271,2024-06-07 10:27
Mysore,Karnataka,India,12.31,76.65,Asia/Kolkata,1717736281,2024-06-07 10:28
Davangere,Karnataka,India,14.47,75.92,Asia/Kolkata,1717736292,2024-06-07 10:28
Mangalore,Karnataka,India,12.86,74.84,Asia/Kolkata,1717736302,2024-06-07 10:28
Hubli,Karnataka,India,15.35,75.17,Asia/Kolkata,1717736314,2024-06-07 10:28
Belgaum,Karnataka,India,15.87,74.5,Asia/Kolkata,1717736325,2024-06-07 10:28
Thiruvananthapuram,Kerala,India,8.51,76.96,Asia/Kolkata,1717736336,2024-06-07 10:28
Kochi,Kerala,India,9.97,76.23,Asia/Kolkata,1717736347,2024-06-07 10:29
Kozhikode,Kerala,India,11.25,75.77,Asia/Kolkata,1717736357,2024-06-07 10:29
Thrissur,Kerala,India,10.52,76.22,Asia/Kolkata,1717736368,2024-06-07 10:29
Malappuram,Kerala,India,11.07,76.07,Asia/Kolkata,1717736379,2024-06-07 10:29
Thiruvananthapuram,Kerala,India,8.51,76.96,Asia/Kolkata,1717736390,2024-06-07 10:29
Kochi,Kerala,India,9.97,76.23,Asia/Kolkata,1717736400,2024-06-07 10:30
Kozhikode,Kerala,India,11.25,75.77,Asia/Kolkata,1717736411,2024-06-07 10:30
